hour,day_of_week,previous_occupancy,current_occupancy,traffic_level,weather,event_level,parking_price,total_spaces,occupancy_percentage
14,2,50.81,56.86,3,1,2,5.97,73,55.08
15,0,91.47,71.44,2,0,0,6.07,46,52.44
12,5,76.97,75.99,2,0,2,6.67,19,52.91
5,5,27.01,27.35,3,1,1,6.3,144,15.39
19,4,91.74,79.66,2,3,0,7.48,103,57.52
23,5,34.44,65.22,2,1,3,2.9,120,50.4
2,2,9.29,0.0,0,1,0,4.83,97,0.0
7,4,24.51,35.64,2,1,0,4.07,111,46.37
12,1,27.31,27.03,1,2,2,6.38,42,23.93
10,2,36.46,44.51,0,0,3,5.67,62,25.03
20,5,42.51,38.45,1,3,0,4.41,98,27.01
23,2,76.42,55.58,0,3,2,5.79,94,35.33
16,4,49.79,67.19,3,1,2,4.33,34,57.46
9,6,8.76,14.69,0,0,2,7.1,31,0.0
3,6,42.41,25.04,2,0,2,4.22,28,28.38
17,3,50.86,56.61,1,1,1,3.56,129,29.03
20,1,26.96,20.43,0,3,2,4.46,60,16.69
23,1,42.46,25.28,0,2,0,4.1,123,0.0
5,6,22.52,30.28,2,3,0,4.39,35,13.88
14,6,59.25,62.23,0,3,3,5.85,42,57.51
1,6,23.83,20.44,0,0,3,4.15,75,13.4
22,1,31.38,27.75,1,3,0,4.51,139,17.75
2,6,22.51,29.55,3,1,3,1.93,89,36.11
18,4,79.33,71.19,3,2,0,6.07,70,61.44
18,2,15.88,28.68,1,3,2,7.29,75,22.61
11,3,87.51,75.2,0,2,1,5.71,28,38.11
20,5,36.52,42.53,3,0,1,6.72,85,35.8
1,4,37.76,30.21,1,2,3,3.43,115,24.03
21,3,81.1,84.85,2,1,2,6.97,129,60.82
8,1,64.37,44.51,0,1,1,2.03,132,33.82
18,5,15.49,32.52,2,2,1,7.43,149,26.28
2,2,17.3,9.16,1,1,2,6.89,18,7.97
21,1,5.96,30.78,3,1,2,7.48,20,22.38
3,0,69.76,56.9,2,2,3,3.64,16,43.37
22,5,40.95,36.31,1,3,1,1.72,96,30.58
7,4,72.82,66.16,1,1,1,6.16,15,49.54
12,1,61.74,46.79,0,2,2,2.3,13,37.43
16,5,26.85,20.46,1,3,0,5.99,117,10.7
15,2,42.34,53.24,0,3,3,3.76,83,44.94
13,4,85.67,54.01,0,3,2,2.39,112,40.03
22,2,27.91,35.37,3,2,1,3.4,66,33.57
14,4,41.15,33.42,0,3,2,2.08,127,39.56
12,1,30.86,33.11,0,1,2,4.47,11,27.29
1,1,85.14,78.33,3,1,1,3.18,82,61.52
5,1,9.07,1.39,0,0,1,3.03,141,0.0
11,3,20.85,33.82,3,0,2,1.52,44,49.05
22,5,33.7,23.24,0,2,3,6.07,65,19.29
12,3,53.75,33.32,0,1,0,6.26,13,7.67
1,4,68.35,73.99,3,1,3,4.81,81,58.58
4,3,6.71,19.23,2,1,3,4.98,128,16.99
14,5,10.99,20.47,1,1,1,6.0,117,2.43
3,0,46.66,35.33,1,0,2,7.31,69,15.51
22,6,22.95,25.27,0,0,2,6.49,93,10.56
4,1,65.13,67.31,3,0,1,4.82,85,40.32
17,1,38.95,28.23,0,3,0,7.17,131,7.7
18,5,81.79,100.0,3,0,3,5.48,21,85.83
14,5,27.84,47.11,3,3,2,3.67,19,46.48
13,4,51.18,41.63,0,3,1,5.75,140,21.92
11,1,57.89,66.61,2,3,2,5.68,14,65.94
4,1,91.24,72.65,3,1,0,7.26,22,38.51
6,4,43.59,52.27,1,2,2,4.62,35,48.98
10,4,67.72,69.01,0,0,1,4.26,51,47.01
13,0,82.81,72.17,0,0,3,1.6,98,62.3
20,2,18.89,29.2,3,0,1,4.76,61,28.5
17,0,54.18,54.78,0,3,2,3.14,97,58.75
23,5,68.82,54.58,2,1,2,6.19,32,41.93
13,5,89.23,80.1,1,0,1,6.93,35,40.36
10,0,62.4,69.68,2,1,1,6.83,105,57.26
18,5,66.36,67.31,3,1,2,2.04,17,72.92
11,0,60.55,38.59,0,3,2,5.23,150,41.1
23,2,11.46,17.09,0,1,1,5.48,85,4.22
13,5,15.08,24.45,2,2,2,3.08,101,24.35
15,5,72.06,72.13,1,2,3,4.61,137,49.75
22,6,46.05,27.48,1,2,1,5.08,67,20.3
16,2,89.62,92.42,2,1,3,3.09,36,97.68
8,3,54.59,49.55,0,0,1,4.03,100,30.6
20,3,15.68,22.86,2,1,1,6.56,70,11.36
22,2,5.96,20.29,0,1,3,2.68,53,15.04
13,5,73.81,59.96,1,2,2,7.49,127,41.59
20,3,92.55,75.7,1,3,0,5.35,85,42.86
6,1,77.13,50.7,2,2,0,7.49,125,25.21
11,2,9.19,9.77,2,1,0,4.81,37,11.04
19,2,94.68,100.0,3,0,2,6.12,97,88.99
4,6,33.95,26.89,3,1,0,6.5,65,9.79
19,2,60.13,71.69,3,0,3,3.3,115,73.99
22,6,80.49,84.96,2,0,3,6.97,42,66.3
23,4,83.91,93.93,2,0,3,2.18,70,77.91
3,3,61.27,46.26,1,3,0,6.08,38,22.8
0,1,93.82,81.25,3,3,2,4.51,115,64.63
8,6,63.82,79.07,2,1,3,7.16,19,63.37
12,4,88.13,77.08,0,1,3,4.65,28,58.37
12,6,15.43,19.85,3,2,1,5.94,88,13.89
1,5,94.36,64.63,0,3,2,3.69,26,51.8
15,3,49.2,50.34,1,3,1,3.57,148,47.18
11,1,38.85,41.52,0,2,3,5.74,88,20.77
8,3,88.77,72.93,0,1,2,2.88,25,60.06
11,2,48.42,53.19,0,2,3,3.26,124,45.57
13,2,14.88,35.58,2,2,2,4.74,35,30.17
5,0,70.31,60.12,2,0,0,6.13,138,29.4
18,3,15.22,35.88,2,0,1,5.33,114,33.65
23,3,85.05,87.82,3,0,3,2.68,74,69.65
8,0,94.14,96.32,3,3,0,6.96,134,70.06
17,3,64.09,75.09,1,2,2,4.15,86,64.21
1,2,92.61,64.96,0,2,2,2.35,29,51.32
9,4,88.23,88.01,3,0,3,5.95,149,66.76
13,6,44.22,42.59,2,2,1,6.08,75,27.54
19,3,16.92,46.53,3,3,3,1.77,137,61.56
7,6,92.64,74.87,0,1,2,6.28,117,56.18
5,6,20.47,22.13,0,2,3,4.18,80,1.51
20,1,94.47,74.41,1,3,1,3.39,18,55.17
6,5,49.71,30.53,0,0,0,5.41,53,23.46
5,1,45.5,35.42,3,1,0,4.51,41,38.28
18,0,57.13,48.76,0,1,0,5.7,47,26.45
2,1,63.3,53.64,1,3,3,7.31,121,44.88
16,4,15.31,34.62,3,2,3,2.58,58,52.1
11,0,6.27,31.55,1,2,3,3.09,106,36.54
18,4,37.08,34.59,1,2,0,5.97,17,21.56
20,4,73.54,70.65,1,1,3,5.87,148,50.23
9,3,63.41,68.83,1,2,3,2.26,29,72.95
5,0,81.94,68.86,0,0,3,3.38,68,43.64
4,1,83.22,45.5,0,3,0,5.0,81,16.8
17,3,48.08,58.46,1,0,3,6.96,14,44.45
10,1,38.03,56.43,1,0,1,6.23,71,31.03
19,4,89.04,80.18,0,2,3,7.32,65,59.51
17,5,21.27,26.97,1,3,3,4.25,51,38.08
23,5,25.61,35.7,0,1,3,6.3,55,21.38
20,0,80.99,70.16,0,2,3,6.93,78,46.25
21,3,56.84,61.46,3,1,0,4.11,12,51.84
21,3,23.26,31.49,1,3,1,7.06,54,8.98
21,2,52.73,58.26,2,0,3,3.78,33,60.74
23,6,12.45,20.48,2,0,3,4.19,147,29.61
9,2,32.1,50.78,1,2,1,3.09,17,42.91
7,5,20.94,48.43,3,0,2,1.98,25,51.89
14,4,40.73,30.79,0,2,1,4.94,146,5.74
20,1,53.2,54.25,0,3,3,6.4,49,39.37
4,0,50.17,44.28,1,2,1,6.58,65,22.31
23,5,57.53,52.18,1,2,1,6.78,128,31.68
7,1,42.75,45.14,0,3,1,2.03,122,50.18
6,4,45.79,48.93,1,1,1,6.49,68,19.54
9,3,57.43,76.76,3,0,3,5.9,35,64.73
0,5,60.73,54.37,3,1,1,6.87,44,32.98
9,3,54.46,62.27,0,1,3,2.18,26,50.71
3,1,92.84,69.04,0,3,2,4.02,126,50.45
19,1,56.62,58.71,2,2,1,2.98,135,51.68
18,6,47.37,46.03,1,2,0,2.14,135,40.25
15,4,57.73,50.5,0,3,2,5.37,90,27.92
19,4,71.72,67.23,2,2,1,5.43,26,55.34
3,4,54.27,39.8,0,3,1,6.51,58,25.85
6,1,55.54,51.48,0,3,3,7.37,141,42.56
21,1,68.49,48.49,0,3,1,3.33,141,37.32
22,2,57.61,51.79,3,3,1,2.18,63,55.5
6,6,64.21,54.7,0,1,2,4.54,17,34.78
5,1,58.21,33.3,1,2,1,7.34,125,18.24
2,3,18.41,26.46,3,0,2,7.24,68,17.53
17,0,27.05,40.67,2,3,1,3.22,127,41.11
15,0,46.71,33.9,0,1,0,3.1,70,20.4
4,0,28.82,13.79,1,3,0,4.53,53,5.04
14,5,77.38,64.28,3,2,3,6.6,146,65.91
18,1,8.16,5.32,0,2,0,6.28,79,0.0
7,1,90.27,76.32,3,0,0,3.23,42,62.59
1,6,91.72,85.45,2,0,3,3.97,59,66.25
5,5,69.13,59.43,2,3,0,3.21,68,35.05
14,4,58.47,67.79,2,2,1,7.43,79,47.03
12,6,32.83,30.43,1,1,2,1.54,121,26.02
8,3,29.03,30.25,3,2,0,3.66,46,38.91
13,3,51.08,63.62,3,0,3,7.21,52,52.91
15,3,51.46,36.82,1,0,0,5.41,51,16.69
22,6,87.36,74.5,0,2,3,2.35,103,63.47
21,6,50.82,69.26,2,3,2,1.69,18,48.43
16,2,45.5,53.9,3,3,1,7.02,46,51.12
7,2,91.29,98.01,3,3,1,5.44,26,80.63
9,4,15.92,12.41,0,1,0,7.23,83,4.7
22,2,91.13,82.99,2,3,0,6.67,123,52.43
7,1,46.53,53.15,3,0,0,2.45,59,57.25
10,1,29.63,50.55,3,2,2,3.66,72,56.26
23,0,34.81,48.1,2,2,2,5.16,78,31.44
9,1,42.81,52.13,0,3,2,3.31,48,45.08
18,5,48.87,66.83,3,0,3,3.77,50,62.12
4,0,38.29,53.02,2,0,3,7.24,21,40.93
9,4,44.85,54.31,3,1,2,5.65,119,50.77
1,3,60.35,45.92,0,3,1,6.97,87,11.75
20,6,80.71,56.79,3,0,0,3.38,40,53.7
1,3,30.72,24.77,2,0,2,6.86,107,15.45
19,6,84.12,74.14,2,2,2,3.38,76,73.4
20,3,17.04,0.96,0,1,0,5.39,49,0.0
3,6,43.77,42.01,3,2,1,5.71,147,38.51
0,5,88.21,64.85,1,0,2,2.81,61,47.29
23,4,74.46,53.52,1,3,1,4.79,67,51.41
15,1,81.85,83.37,2,1,3,7.19,94,58.21
13,3,63.92,39.79,1,0,0,6.08,43,17.98
14,4,69.34,63.81,1,0,0,2.97,100,30.53
18,1,43.8,35.83,0,1,1,2.55,133,40.46
14,6,48.3,43.61,0,2,3,1.59,30,44.63
18,1,38.21,39.22,0,2,0,6.7,123,22.16
11,4,84.72,71.56,1,1,2,2.22,74,51.76
0,3,85.25,49.46,1,1,0,1.89,141,46.77
1,5,61.12,41.81,3,2,0,3.01,83,35.31
18,4,69.26,77.26,3,2,2,1.56,88,71.85
4,3,20.36,19.54,0,3,2,3.16,67,12.03
2,2,54.63,45.05,2,1,1,1.71,115,31.39
16,0,34.53,35.96,2,0,0,3.78,112,35.82
3,6,71.98,42.27,2,1,1,6.18,37,28.78
21,6,78.08,60.29,1,3,2,6.24,97,57.64
7,5,36.87,59.83,3,3,2,5.24,97,47.43
11,2,70.49,65.01,0,1,0,2.62,85,40.05
10,4,72.13,70.63,0,1,2,7.25,78,49.01
9,1,41.96,60.79,2,2,3,4.88,89,61.87
14,2,16.73,18.42,1,3,0,1.93,14,20.73
20,4,73.25,57.96,0,3,3,5.51,137,45.2
5,0,31.0,43.64,3,2,3,7.4,53,41.73
0,0,75.9,73.69,3,1,3,7.04,44,65.76
17,6,77.07,71.26,2,1,1,3.47,39,57.78
14,2,48.02,48.95,0,3,2,2.32,126,46.1
10,5,12.39,16.62,2,0,1,7.07,81,10.63
23,3,77.21,90.19,2,3,3,4.54,74,64.75
8,2,16.54,14.74,1,2,0,6.82,81,5.3
10,0,92.44,79.24,1,3,0,6.04,56,45.03
20,1,28.88,35.96,1,3,0,5.75,64,18.17
7,6,82.52,69.27,2,3,0,7.0,114,41.96
23,5,9.06,5.97,0,0,0,6.96,140,0.0
8,1,59.35,44.76,0,3,1,7.47,130,28.54
17,3,85.34,83.22,2,1,1,3.05,19,71.22
13,4,84.74,85.46,3,0,2,6.42,94,67.4
18,4,66.87,87.7,3,2,2,1.72,58,98.43
21,4,62.94,34.61,0,3,0,6.92,140,14.07
3,4,85.09,56.73,1,2,2,5.45,79,46.04
17,2,5.41,13.99,2,0,1,5.27,45,21.49
10,4,8.88,10.92,1,3,3,2.13,107,24.92
8,6,6.62,17.38,1,0,2,3.67,19,16.06
18,0,89.54,80.74,0,3,1,2.5,109,50.24
9,5,83.46,70.05,2,0,0,7.08,91,55.53
3,2,15.42,12.96,0,0,2,5.34,141,0.0
15,4,38.9,39.34,3,3,1,1.92,74,52.14
22,3,43.76,56.54,2,1,3,3.85,138,57.71
15,4,62.71,53.15,0,0,2,1.92,19,41.48
7,4,47.37,54.25,1,1,2,5.78,76,48.8
2,5,77.22,55.48,0,1,2,5.71,128,32.61
6,3,94.14,83.87,2,3,2,1.65,126,82.97
13,0,28.18,26.57,3,0,0,3.85,133,13.45
6,0,37.68,30.5,2,0,1,1.92,41,28.54
17,6,28.9,33.85,0,2,2,5.5,78,19.24
8,6,72.99,47.81,0,2,1,3.82,18,38.89
3,2,38.22,29.24,2,2,1,2.94,55,27.7
15,6,85.61,90.31,3,3,1,2.35,106,69.74
18,0,45.06,72.23,2,2,3,6.26,19,67.84
21,5,36.04,37.19,2,1,0,7.49,107,12.25
3,2,66.85,54.68,2,2,2,2.87,131,41.83
19,1,88.47,79.78,2,2,2,6.75,123,75.17
2,2,16.09,15.42,0,0,2,4.6,143,0.0
22,5,69.84,67.52,3,1,3,5.47,104,66.9
13,6,83.93,74.64,3,2,0,6.38,106,50.33
3,1,20.71,28.86,2,3,3,2.34,19,28.76
18,2,64.13,80.64,3,3,2,2.08,66,83.26
19,1,54.61,66.12,3,1,3,3.12,129,62.78
14,2,16.7,14.2,1,3,0,6.34,36,8.98
10,1,35.18,35.81,0,0,3,2.64,44,50.04
14,5,90.9,86.12,0,2,3,6.26,66,56.03
18,6,47.62,69.58,3,3,3,5.27,119,68.44
2,5,89.16,58.57,0,3,0,5.13,30,23.51
0,6,87.08,78.64,2,1,3,2.01,122,77.08
13,3,70.78,59.23,0,2,2,5.74,141,39.05
20,5,28.02,43.43,3,2,0,5.02,38,32.71
12,6,54.24,55.3,0,3,3,5.95,19,34.93
0,3,84.85,57.59,0,2,1,3.55,32,40.71
0,0,91.0,84.05,3,1,0,5.37,14,52.09
14,5,50.77,31.09,1,0,0,1.59,107,16.36
18,5,50.74,54.28,2,2,0,4.37,13,38.95
12,6,72.71,60.33,0,1,2,3.4,72,46.8
5,0,29.21,27.78,1,0,2,7.17,89,14.91
6,6,66.62,71.17,3,1,3,6.25,150,51.41
11,1,89.23,78.37,1,1,0,7.44,78,38.69
3,4,49.5,26.25,1,0,0,4.03,39,17.1
10,6,13.78,18.06,0,0,1,3.21,60,15.35
3,6,84.47,54.78,1,3,0,5.19,116,20.83
16,6,32.48,47.81,2,2,1,5.32,54,42.39
17,6,21.2,29.26,2,0,0,3.18,141,14.9
20,4,55.95,43.51,1,0,0,4.85,40,40.76
4,4,35.03,34.62,2,2,1,2.07,61,27.72
18,3,41.27,46.12,1,0,3,7.12,80,41.56
19,2,92.8,93.31,3,1,0,1.97,28,91.3
5,6,20.68,28.56,1,2,3,7.15,17,7.77
21,2,18.26,38.22,2,2,3,4.72,38,35.12
5,2,18.95,11.17,2,2,2,5.69,140,8.09
6,1,38.26,28.87,0,1,1,5.09,44,17.34
10,3,51.95,46.54,1,3,1,2.34,135,35.66
19,6,56.79,51.24,2,2,0,5.64,20,41.8
8,0,13.84,38.24,1,3,3,5.22,61,41.54
19,4,50.64,62.26,3,2,2,2.93,43,62.83
17,3,78.7,59.47,1,2,1,6.11,115,54.77
13,5,78.86,90.43,3,2,3,7.33,43,68.34
13,0,9.81,9.4,0,2,1,4.13,53,0.36
11,0,77.02,67.85,2,3,1,6.33,56,52.79
10,2,59.26,69.87,3,3,3,2.62,34,74.82
7,3,9.0,2.86,1,0,3,3.61,67,6.62
14,1,72.42,62.84,2,2,1,6.98,22,52.53
1,4,29.06,26.56,3,0,1,3.51,88,22.35
9,5,69.18,74.86,3,0,1,5.09,83,58.05
10,0,56.36,58.21,0,2,3,2.11,74,53.41
20,4,38.76,36.8,0,1,3,6.91,20,21.3
21,2,78.69,67.57,1,0,2,5.01,109,52.77
17,5,53.37,55.02,2,2,0,2.54,127,51.35
4,6,87.02,52.53,1,1,1,5.27,67,25.91
19,6,93.37,71.62,0,1,0,7.29,120,42.18
18,1,54.39,52.39,1,1,1,2.92,60,51.08
23,0,62.65,56.95,0,2,3,2.97,144,41.06
14,5,54.23,65.7,3,2,1,2.06,109,60.07
16,6,13.29,27.7,0,3,0,3.25,143,9.54
7,1,78.62,73.03,2,1,0,5.9,91,60.58
15,5,37.04,41.14,1,1,0,6.14,68,13.66
12,4,23.32,13.99,1,1,0,2.71,149,6.58
18,2,45.44,54.59,3,0,1,7.14,123,42.3
1,0,11.76,28.29,3,2,3,4.34,45,31.6
15,3,34.9,35.64,2,1,0,7.19,100,15.24
14,4,64.35,63.32,0,1,3,7.23,119,31.04
22,0,5.37,19.9,1,0,2,3.7,38,28.42
23,2,44.33,55.44,1,0,3,5.07,19,42.93
9,1,67.0,66.09,2,0,3,2.26,83,67.48
12,0,18.8,43.27,3,0,1,7.18,115,16.62
8,2,79.58,83.13,3,3,0,6.78,46,56.21
1,0,46.3,38.11,3,2,2,2.92,99,37.19
2,3,43.7,21.93,0,2,1,6.73,29,12.26
2,5,87.01,57.17,2,3,0,3.39,68,37.17
22,0,63.29,62.16,1,1,3,5.85,117,51.38
9,5,9.93,13.26,2,3,0,5.44,19,14.08
1,6,14.63,25.53,3,2,3,2.94,98,42.34
6,1,5.56,28.76,3,1,1,5.09,68,27.79
21,6,15.52,10.63,1,3,0,6.38,58,0.0
17,6,43.2,52.43,3,1,1,7.2,44,43.73
8,2,93.38,72.56,1,3,2,6.37,95,51.07
8,0,41.83,63.05,3,0,0,7.14,112,46.22
23,5,32.91,31.24,0,2,3,2.81,40,27.17
10,0,55.52,54.62,1,1,1,3.86,110,33.66
3,3,35.31,31.15,2,1,2,6.14,85,20.85
16,2,50.84,59.6,2,3,2,6.49,120,43.3
5,1,35.26,39.34,2,2,3,3.99,58,34.72
15,3,92.81,81.03,3,1,2,4.08,133,72.09
18,3,34.26,50.99,0,2,3,2.31,22,51.85
13,0,93.35,76.91,0,1,3,5.72,41,52.16
9,0,43.23,56.27,0,1,3,2.46,129,50.24
14,6,33.15,35.29,3,2,0,5.12,145,27.38
10,4,41.6,72.84,3,3,3,5.77,142,65.7
14,4,87.08,77.84,1,2,1,4.67,131,61.55
4,5,54.57,57.62,3,3,2,3.99,62,51.98
18,1,30.13,49.84,3,1,2,2.9,108,57.35
3,0,93.9,72.07,0,2,1,6.45,49,43.77
6,2,88.88,76.14,1,2,0,5.9,136,61.54
20,0,49.71,60.67,3,2,0,4.13,22,54.95
12,1,47.67,45.42,3,3,0,4.38,33,39.53
14,1,85.97,82.1,1,3,2,5.52,79,50.57
16,0,32.63,51.43,3,3,0,2.92,132,56.26
18,1,91.52,99.35,1,0,2,2.11,115,77.93
1,6,15.46,15.28,1,1,2,2.3,22,18.95
8,0,45.16,38.86,2,0,0,6.49,47,16.22
17,1,90.62,76.5,0,1,2,6.51,79,56.46
11,5,70.38,68.27,3,1,2,4.2,147,52.49
10,1,94.53,80.06,2,1,1,2.04,12,68.53
21,1,49.7,50.36,2,2,3,6.4,98,56.11
23,2,40.0,35.07,0,2,1,5.62,68,14.52
21,5,22.95,31.17,2,3,1,5.52,141,24.61
1,6,84.19,60.61,1,2,1,5.83,30,37.22
14,2,90.19,88.45,2,2,3,5.6,139,70.75
3,5,28.34,17.23,0,2,3,2.14,114,13.73
16,3,93.0,95.46,1,1,2,3.54,103,72.91
5,5,46.77,37.2,3,3,2,3.87,68,30.73
1,5,20.91,26.31,3,0,3,6.94,42,16.01
15,3,31.04,49.79,2,0,2,2.94,74,45.82
8,6,86.25,72.22,0,0,2,5.28,100,57.44
22,0,36.47,55.85,3,3,3,1.54,107,60.11
13,3,31.69,55.25,3,1,3,3.47,57,51.83
2,1,23.37,14.64,0,0,3,3.94,40,9.29
10,2,51.68,52.66,1,3,1,4.65,81,42.47
20,2,64.16,62.9,0,3,1,7.4,118,30.93
7,4,8.45,20.41,3,3,0,1.59,65,34.5
16,5,49.25,59.77,3,0,2,5.28,10,62.17
16,1,77.14,75.31,3,2,1,7.07,12,78.52
7,2,91.07,83.17,2,3,0,5.92,32,57.55
5,1,28.14,32.52,2,3,2,3.73,65,32.86
17,6,84.72,67.24,0,3,0,5.91,90,52.33
21,1,9.08,11.54,0,3,1,5.78,19,1.39
9,6,23.11,12.7,0,3,1,3.55,53,3.1
4,1,25.71,33.25,3,3,2,3.13,140,31.18
12,5,61.08,57.49,2,2,1,5.29,69,34.12
17,3,56.8,56.91,2,2,2,5.84,48,54.74
14,0,16.96,14.64,0,2,3,3.64,53,12.58
11,4,31.51,29.99,0,3,3,6.81,13,18.9
4,3,55.21,51.37,1,1,3,4.96,57,36.19
17,6,52.5,47.51,0,2,0,4.03,69,25.45
13,2,89.19,67.08,1,0,2,5.35,15,48.14
9,2,47.75,53.41,3,0,0,4.39,111,51.52
15,2,34.17,26.0,0,2,0,3.06,12,10.42
8,5,90.32,84.13,3,1,0,6.83,144,55.68
4,0,94.86,90.55,2,0,3,2.66,65,63.16
15,4,94.24,64.47,0,3,1,5.37,67,35.66
6,2,30.64,27.86,2,2,0,7.2,42,11.89
23,6,49.28,52.45,3,2,2,1.77,61,51.93
7,3,89.71,88.13,2,2,3,3.08,40,83.55
16,6,71.42,56.18,0,2,3,7.17,21,45.64
4,6,27.62,37.15,1,1,3,2.31,21,28.17
0,3,20.1,40.01,3,3,2,4.52,149,32.56
23,1,52.21,53.4,2,3,3,7.29,23,47.21
0,2,10.78,6.8,1,0,0,2.42,15,4.97
0,1,88.99,73.13,2,3,2,1.92,109,61.85
5,5,15.78,24.28,3,0,0,3.18,15,10.58
1,6,81.62,72.15,1,2,3,2.38,119,64.01
8,0,37.38,39.17,0,2,1,1.52,12,33.09
18,2,84.07,76.64,0,1,0,4.43,117,44.91
3,5,43.81,44.99,3,1,2,4.37,106,32.83
23,6,23.03,28.52,2,1,2,7.4,134,24.89
22,5,22.77,13.84,2,1,0,7.01,47,0.0
9,3,71.42,54.24,0,2,2,1.51,124,61.83
6,6,6.45,11.64,1,1,1,4.17,129,7.94
2,4,36.24,30.72,2,3,2,2.67,120,17.72
11,0,30.37,38.09,2,3,1,3.75,116,39.51
13,5,46.51,49.25,0,2,3,3.6,121,37.41
3,4,42.19,36.73,3,3,2,4.68,122,30.58
23,6,22.0,21.13,0,3,0,2.17,58,6.93
7,2,46.21,42.36,1,1,2,7.16,33,32.61
14,1,75.52,71.17,3,3,0,4.75,56,56.33
13,0,9.89,27.62,3,1,1,2.62,106,30.22
16,0,31.72,36.4,0,3,3,4.04,61,45.44
10,5,71.76,75.36,2,1,1,6.53,146,51.49
20,4,67.91,58.88,2,3,1,4.02,119,40.05
2,2,68.6,53.02,0,0,1,4.67,128,23.54
15,4,80.23,82.15,1,2,3,6.61,67,56.58
17,4,14.95,31.41,2,2,2,2.45,38,42.15
18,2,44.94,56.15,1,0,3,7.22,147,41.96
23,2,69.97,66.6,2,1,1,7.26,18,48.92
22,0,54.07,37.05,0,2,0,3.04,125,19.3
5,2,47.45,50.75,2,3,2,3.34,80,38.11
8,6,47.63,35.32,1,0,0,5.24,102,24.22
5,5,91.21,66.12,3,0,1,6.92,40,41.18
2,3,71.05,53.35,1,0,1,2.86,10,23.07
18,5,9.22,4.11,1,2,0,4.01,12,5.85
22,2,15.63,29.76,3,2,0,7.37,75,19.58
10,1,50.6,52.87,2,0,2,7.31,34,45.81
21,1,17.51,17.1,0,0,2,5.74,101,14.2
0,3,50.84,48.3,3,2,1,4.18,63,49.32
18,5,12.47,35.38,0,3,3,3.32,20,39.36
1,0,75.44,70.25,0,2,3,7.22,104,36.53
15,6,68.62,63.75,1,2,3,4.54,146,42.42
23,0,31.14,29.11,0,1,0,6.8,33,2.02
9,1,76.02,67.07,0,0,3,6.39,112,43.15
17,0,91.97,76.13,2,0,0,4.18,40,53.15
18,4,88.02,84.62,0,2,1,2.22,144,64.56
12,5,18.68,32.61,3,1,2,4.06,36,33.19
10,1,23.68,41.91,2,0,1,6.2,23,25.21
3,5,64.81,41.08,0,1,1,7.39,122,2.39
16,1,51.96,62.11,2,1,2,4.22,14,54.35
21,3,15.51,24.89,3,3,1,6.68,39,31.28
9,2,92.4,98.93,2,3,3,3.07,45,85.53
9,1,80.68,64.96,2,0,1,6.94,26,48.27
4,5,53.12,44.5,0,2,2,3.25,52,27.56
7,0,94.15,86.12,2,1,0,3.87,129,57.63
15,0,86.82,88.73,2,3,2,5.89,132,64.57
18,0,20.54,33.88,3,3,1,6.65,109,32.98
22,0,93.1,92.96,3,0,3,2.72,80,76.92
19,6,31.63,50.61,3,2,1,4.71,29,47.23
12,1,44.07,51.0,3,2,0,4.7,20,40.59
0,2,75.32,46.94,0,3,2,6.78,51,29.57
4,4,9.89,0.0,2,3,0,4.94,88,0.0
13,0,90.09,97.15,3,0,3,3.3,143,76.59
15,1,78.26,74.92,1,3,2,2.24,13,65.74
8,6,92.28,90.12,2,1,0,4.35,38,65.73
14,6,88.29,84.73,1,3,3,1.85,104,72.21
23,6,30.98,34.93,3,0,1,6.71,123,24.15
17,1,41.4,64.55,2,1,3,4.4,12,59.17
7,3,45.87,26.47,0,2,0,4.72,79,14.26
23,4,5.22,36.55,3,3,2,3.05,139,38.23
7,2,66.89,58.96,3,3,1,6.48,119,56.01
3,0,5.07,0.0,1,3,0,6.12,149,0.0
15,1,31.64,25.33,0,0,3,2.47,54,40.22
17,0,45.91,51.4,0,2,3,7.11,132,35.28
21,4,21.42,18.5,0,2,0,3.8,66,4.34
2,6,76.16,49.76,1,1,3,2.42,26,41.45
15,1,56.12,70.66,3,2,3,2.1,27,78.33
23,0,56.82,52.02,2,0,3,5.75,108,44.7
13,1,60.62,47.17,0,0,2,2.99,107,38.44
20,4,49.65,56.27,0,2,3,5.72,101,38.68
2,6,59.62,41.16,2,3,0,5.97,145,19.44
0,6,60.82,48.3,1,1,2,1.55,19,46.45
6,0,24.51,39.11,3,3,1,6.59,60,36.87
21,0,17.62,33.14,2,0,0,6.31,36,9.86
19,1,44.16,46.72,1,0,0,3.98,63,36.13
17,2,86.88,95.45,2,3,3,5.91,136,91.13
3,0,93.87,70.05,1,1,2,4.52,114,40.52
22,3,90.0,80.28,3,1,3,4.84,57,81.64
22,0,93.28,69.02,1,2,1,2.51,104,58.22
9,6,21.51,34.91,2,1,2,4.5,115,27.48
22,0,20.44,46.36,2,3,3,2.57,118,39.24
5,4,44.32,24.66,0,0,1,6.41,139,0.0
15,6,75.24,56.78,2,2,2,2.36,32,56.46
12,3,13.73,42.48,2,2,3,4.68,84,32.82
7,6,69.94,61.42,0,0,1,6.35,127,37.01
4,2,36.23,35.76,2,3,2,7.03,87,27.75
22,6,19.73,7.35,1,0,0,5.26,138,0.0
20,0,86.95,65.1,1,3,2,4.06,129,56.49
19,2,66.55,54.73,1,3,0,4.4,105,40.34
