hour,day_of_week,parking_location,previous_occupancy,traffic_level,weather,event_level,parking_price,available_spaces,occupancy_percentage
3,6,2,23.14,0,2,2,5.0,27,25.51
14,6,1,45.42,3,3,2,3.2,30,54.54
5,0,1,78.01,0,3,1,3.2,12,55.67
3,5,1,39.34,2,2,2,3.2,33,26.82
18,2,1,93.58,2,3,3,3.2,4,85.9
3,0,2,37.83,0,3,2,5.0,22,28.3
16,6,2,49.79,0,2,0,5.0,18,45.72
16,0,2,47.71,3,3,2,5.0,18,62.2
1,1,2,44.03,3,0,0,5.0,20,39.29
4,0,2,81.11,0,0,1,5.0,7,46.54
19,3,1,18.97,2,1,3,3.2,45,43.77
12,4,0,56.09,0,0,1,4.5,18,25.05
2,2,1,60.67,2,1,3,3.2,22,50.13
23,0,2,81.61,1,0,0,5.0,6,28.96
6,0,2,59.83,3,3,3,5.0,14,74.42
0,6,1,91.4,2,2,1,3.2,5,60.57
22,5,2,83.5,1,0,0,5.0,6,32.0
0,6,0,36.39,2,2,1,4.5,25,29.14
13,3,1,82.39,1,2,0,3.2,10,52.73
23,3,2,91.26,0,1,2,5.0,3,62.44
13,5,1,28.15,2,3,0,3.2,40,28.48
14,4,2,59.92,3,3,0,5.0,14,44.76
9,3,1,30.36,1,3,2,3.2,38,33.99
3,2,1,63.46,0,0,0,3.2,20,26.69
13,3,1,13.43,0,1,1,3.2,48,10.16
21,0,2,71.08,1,3,2,5.0,10,43.28
2,1,0,42.78,3,1,1,4.5,23,38.04
21,5,0,57.86,1,1,0,4.5,17,31.37
9,6,1,7.33,3,1,0,3.2,51,24.36
12,0,0,67.59,1,1,3,4.5,13,55.37
3,0,1,49.64,1,2,3,3.2,28,52.92
14,0,1,61.27,3,0,1,3.2,21,34.3
4,5,0,33.41,2,3,3,4.5,27,47.32
6,2,1,18.12,0,2,0,3.2,45,6.65
17,2,1,44.19,0,0,0,3.2,31,34.69
1,0,2,89.96,0,3,3,5.0,4,59.45
10,6,0,25.5,3,2,2,4.5,30,28.9
14,3,2,65.83,0,1,2,5.0,12,53.48
3,5,1,9.49,0,1,1,3.2,50,0.0
7,4,2,69.63,3,2,3,5.0,11,76.61
8,0,0,26.46,2,0,2,4.5,29,36.24
15,5,0,45.64,3,2,1,4.5,22,42.6
23,3,1,38.1,0,2,1,3.2,34,28.94
20,4,1,15.16,2,1,1,3.2,47,19.64
4,1,1,36.1,0,1,2,3.2,35,18.43
0,5,0,36.51,2,2,2,4.5,25,36.32
1,6,1,51.99,0,2,3,3.2,26,43.41
14,2,2,92.51,3,1,1,5.0,3,60.13
3,0,2,47.3,1,3,1,5.0,18,44.87
5,5,0,87.3,1,3,2,4.5,5,43.49
20,6,1,46.54,3,1,2,3.2,29,52.42
20,3,1,14.68,0,2,1,3.2,47,4.23
20,4,1,25.71,3,3,0,3.2,41,33.56
6,1,2,41.68,2,0,1,5.0,20,36.08
14,0,1,34.28,2,2,0,3.2,36,26.41
14,6,2,82.92,1,3,0,5.0,6,51.6
4,3,2,66.08,3,0,3,5.0,12,63.88
13,1,0,57.05,1,1,3,4.5,17,49.12
12,4,2,49.21,1,3,0,5.0,18,45.02
9,0,0,40.75,1,3,1,4.5,24,27.99
18,0,1,60.1,1,3,1,3.2,22,34.88
16,1,1,16.21,1,2,3,3.2,46,33.5
12,3,1,19.63,0,0,1,3.2,44,4.21
17,2,1,32.28,1,0,1,3.2,37,28.65
18,1,0,20.41,1,3,2,4.5,32,25.83
13,2,0,65.94,1,2,1,4.5,14,46.32
6,2,2,7.23,3,0,0,5.0,32,4.85
18,3,2,19.42,0,0,1,5.0,28,20.52
17,3,2,86.23,3,0,0,5.0,5,73.66
23,6,1,94.78,3,3,2,3.2,3,81.77
3,5,2,48.88,0,3,3,5.0,18,42.15
10,2,1,49.58,2,3,3,3.2,28,68.21
22,6,0,74.61,0,0,1,4.5,10,33.65
12,3,0,8.26,0,2,1,4.5,37,0.0
22,1,0,43.43,3,3,0,4.5,23,39.05
0,2,1,13.98,0,2,1,3.2,47,11.25
0,5,2,41.08,1,3,0,5.0,21,29.41
19,5,0,93.54,0,2,2,4.5,3,53.81
8,2,1,72.83,0,0,3,3.2,15,57.75
12,1,0,93.65,0,1,0,4.5,3,37.76
10,1,1,72.14,3,1,2,3.2,15,76.35
9,0,1,59.73,0,0,2,3.2,22,49.67
22,4,0,72.88,3,2,1,4.5,11,55.62
2,3,1,64.32,0,3,2,3.2,20,41.7
18,3,0,46.77,3,0,2,4.5,21,56.78
21,4,2,31.33,3,1,1,5.0,24,34.05
15,5,2,51.82,2,2,3,5.0,17,59.52
9,5,2,28.26,3,1,2,5.0,25,54.18
3,0,2,48.8,1,0,1,5.0,18,37.18
16,4,0,18.15,3,0,2,4.5,33,37.42
11,6,2,55.89,0,0,2,5.0,15,42.89
3,5,0,27.08,2,3,0,4.5,29,18.86
8,2,2,31.42,3,1,0,5.0,24,34.53
23,2,2,49.91,2,3,1,5.0,18,39.74
6,6,2,19.63,1,2,0,5.0,28,5.21
4,0,2,91.61,2,1,1,5.0,3,64.49
16,3,2,45.22,3,3,1,5.0,19,59.87
4,0,2,36.71,3,1,3,5.0,22,40.56
22,6,0,7.63,2,0,0,4.5,37,0.0
20,0,0,80.89,2,3,2,4.5,8,64.81
23,0,2,61.33,3,2,2,5.0,14,63.91
21,2,0,42.48,2,1,1,4.5,23,30.95
5,1,1,27.1,0,2,3,3.2,40,28.17
5,3,0,72.06,3,3,1,4.5,11,51.38
8,2,1,90.09,0,1,1,3.2,5,55.08
11,2,2,39.27,2,3,0,5.0,21,31.71
21,3,2,17.14,1,3,1,5.0,29,21.51
17,3,1,14.83,0,3,0,3.2,47,16.0
15,6,1,5.57,1,0,3,3.2,52,7.33
21,3,1,71.96,0,0,0,3.2,15,32.46
15,3,1,93.33,1,0,3,3.2,4,78.52
9,4,1,94.35,1,2,0,3.2,3,68.9
9,1,2,75.58,1,1,1,5.0,9,56.01
12,4,0,19.6,0,3,0,4.5,32,0.0
2,6,1,92.99,2,0,1,3.2,4,56.99
17,2,1,34.5,0,1,2,3.2,36,33.8
15,1,1,35.03,3,1,1,3.2,36,38.2
17,2,0,66.86,0,3,2,4.5,13,56.61
12,1,0,9.41,0,0,3,4.5,36,10.69
18,4,1,79.32,1,1,0,3.2,11,54.18
22,6,2,94.76,1,3,1,5.0,2,58.31
13,4,2,74.76,3,3,2,5.0,9,82.32
10,0,2,75.35,2,3,2,5.0,9,69.02
2,2,2,40.13,1,2,0,5.0,21,16.8
18,4,1,10.93,3,0,0,3.2,49,14.4
21,2,0,76.34,0,0,1,4.5,9,35.29
16,4,1,58.74,3,1,2,3.2,23,72.29
20,4,2,86.84,1,1,3,5.0,5,63.21
20,2,1,15.44,1,2,1,3.2,47,23.32
19,4,2,32.46,1,0,2,5.0,24,36.93
12,2,0,37.46,0,2,1,4.5,25,24.76
2,0,0,66.5,2,1,0,4.5,13,35.47
0,2,0,75.9,2,0,1,4.5,10,44.59
4,3,0,91.49,2,3,1,4.5,3,65.01
10,0,1,31.59,2,1,0,3.2,38,33.81
17,6,1,49.43,0,0,2,3.2,28,36.85
10,3,1,7.61,3,1,1,3.2,51,29.42
0,0,0,27.77,2,3,0,4.5,29,24.32
5,6,1,38.66,2,3,1,3.2,34,25.26
23,5,0,58.44,0,0,3,4.5,17,32.56
23,0,1,47.38,3,2,2,3.2,29,48.56
9,1,0,37.8,2,2,1,4.5,25,35.47
19,2,0,61.17,1,3,3,4.5,16,63.66
17,3,0,79.58,3,3,0,4.5,8,64.78
22,5,0,26.75,2,2,1,4.5,29,8.7
21,2,1,35.86,3,2,2,3.2,35,43.2
15,4,1,68.44,3,1,1,3.2,17,50.82
9,0,1,75.01,0,3,2,3.2,14,63.66
15,4,1,79.29,3,3,2,3.2,11,78.22
7,6,0,23.84,2,3,1,4.5,30,15.96
8,3,0,53.53,0,3,3,4.5,19,44.02
14,3,2,86.0,3,2,3,5.0,5,82.32
13,2,2,40.28,1,3,1,5.0,21,23.68
13,6,0,43.69,3,3,3,4.5,23,54.47
9,0,0,93.63,0,0,2,4.5,3,67.43
9,2,0,15.17,1,0,0,4.5,34,8.29
0,0,0,68.5,1,3,0,4.5,13,34.47
14,6,0,81.52,1,1,0,4.5,7,26.13
13,3,1,18.57,2,3,0,3.2,45,23.8
22,6,2,69.3,0,1,1,5.0,11,48.31
12,4,2,47.28,2,1,0,5.0,18,43.62
11,3,2,81.76,0,3,2,5.0,6,55.08
1,3,1,86.67,1,2,1,3.2,7,51.87
4,1,1,83.52,2,2,2,3.2,9,72.98
8,3,1,10.79,1,1,2,3.2,49,22.4
9,4,0,73.12,1,2,1,4.5,11,56.26
8,6,1,87.94,2,1,2,3.2,7,75.44
9,3,0,60.92,0,3,3,4.5,16,53.64
18,6,1,59.08,3,1,1,3.2,23,64.5
3,6,0,9.05,3,0,1,4.5,36,18.55
7,3,2,82.04,3,2,2,5.0,6,77.27
3,3,2,9.18,1,3,3,5.0,32,19.17
7,0,2,33.22,1,3,2,5.0,23,26.51
16,1,0,88.33,3,0,3,4.5,5,81.4
1,6,0,90.48,2,3,0,4.5,4,48.72
8,0,2,94.27,3,1,0,5.0,2,77.12
0,2,2,47.88,0,3,1,5.0,18,28.66
22,4,1,20.97,3,2,0,3.2,43,23.11
17,1,0,48.92,2,3,0,4.5,20,48.38
5,6,1,14.21,3,1,0,3.2,47,17.66
4,4,1,83.53,3,2,1,3.2,9,67.76
2,0,2,55.45,0,2,3,5.0,16,54.2
11,1,1,41.41,0,0,3,3.2,32,35.96
18,5,0,12.16,0,3,1,4.5,35,9.49
14,6,2,41.47,2,0,3,5.0,20,38.68
21,6,2,82.96,3,3,3,5.0,6,82.14
8,5,0,68.31,0,0,1,4.5,13,38.73
6,0,0,12.42,0,0,1,4.5,35,0.0
11,5,0,19.39,1,1,3,4.5,32,24.69
4,0,2,40.31,1,0,1,5.0,21,33.69
23,0,1,14.12,0,0,1,3.2,47,10.82
4,4,1,89.06,2,0,3,3.2,6,82.12
11,3,2,63.71,3,1,2,5.0,13,71.89
12,4,0,13.53,0,1,1,4.5,35,12.12
1,5,0,75.93,0,0,3,4.5,10,47.1
11,0,2,38.16,0,0,2,5.0,22,23.1
10,3,1,27.04,0,2,1,3.2,40,12.69
6,5,0,56.3,1,1,1,4.5,17,30.49
3,3,2,6.2,0,3,0,5.0,33,3.57
1,3,0,46.89,1,3,0,4.5,21,26.53
0,3,2,80.94,0,0,3,5.0,7,43.85
11,6,2,88.53,2,3,0,5.0,4,56.49
2,0,2,35.83,1,2,3,5.0,22,42.44
23,6,1,62.82,0,3,0,3.2,20,25.1
5,5,0,25.41,0,1,2,4.5,30,12.37
15,5,2,55.42,1,0,2,5.0,16,40.15
16,2,1,27.86,2,3,3,3.2,40,57.83
11,3,1,56.42,0,2,1,3.2,24,44.03
21,2,0,20.45,1,0,3,4.5,32,18.64
2,1,1,89.71,2,0,1,3.2,6,63.32
5,6,1,84.82,1,0,3,3.2,8,62.58
6,3,0,35.32,0,1,0,4.5,26,13.2
3,5,2,74.9,1,1,1,5.0,9,48.84
7,0,0,13.6,0,1,2,4.5,35,23.83
7,5,2,71.63,3,3,2,5.0,10,59.21
18,4,2,30.42,3,3,3,5.0,24,61.86
7,6,1,17.21,1,2,1,3.2,46,23.47
21,0,0,66.04,0,2,2,4.5,14,39.23
18,3,1,47.28,0,3,2,3.2,29,32.04
21,3,1,52.71,2,1,3,3.2,26,52.11
2,3,1,51.85,3,2,0,3.2,26,39.23
23,0,0,10.35,1,2,0,4.5,36,12.44
14,3,1,9.62,2,1,2,3.2,50,22.65
23,2,0,59.11,0,3,0,4.5,16,22.81
8,4,1,61.15,3,0,0,3.2,21,40.9
22,1,1,9.25,1,0,2,3.2,50,15.73
14,3,1,39.06,0,1,1,3.2,34,25.18
1,4,2,60.16,3,3,1,5.0,14,54.61
9,0,2,64.1,3,1,1,5.0,13,65.82
3,5,2,79.54,1,0,2,5.0,7,49.82
22,5,2,42.87,3,3,1,5.0,20,49.08
7,0,2,54.34,0,0,3,5.0,16,53.42
5,0,0,57.07,1,0,0,4.5,17,16.52
13,5,0,33.08,2,3,0,4.5,27,12.59
10,1,1,9.84,2,1,0,3.2,50,29.7
2,6,1,5.38,1,0,3,3.2,52,17.91
19,3,2,80.25,3,1,1,5.0,7,66.22
20,2,0,23.02,3,2,0,4.5,31,12.52
17,1,0,61.72,0,3,1,4.5,15,45.89
14,4,2,56.93,3,0,2,5.0,15,46.66
9,0,2,40.97,0,1,1,5.0,21,28.61
13,2,0,80.01,2,2,1,4.5,8,55.26
12,2,0,67.86,1,2,0,4.5,13,36.22
3,1,1,7.05,1,2,2,3.2,51,21.61
1,2,1,74.9,0,1,0,3.2,14,48.62
6,3,0,50.63,1,3,0,4.5,20,25.57
10,4,1,36.23,0,0,2,3.2,35,24.04
3,0,2,70.42,3,3,3,5.0,10,75.36
2,6,2,66.75,0,3,2,5.0,12,54.06
20,6,2,32.95,1,2,3,5.0,23,31.44
8,4,1,93.47,0,1,1,3.2,4,67.63
14,6,2,63.38,0,1,2,5.0,13,33.28
12,2,0,59.52,1,1,1,4.5,16,35.44
17,5,0,11.29,3,0,2,4.5,35,22.04
17,5,0,30.14,1,0,3,4.5,28,33.78
7,3,2,45.23,3,2,2,5.0,19,57.9
20,1,1,61.76,3,2,0,3.2,21,53.19
8,3,0,51.15,1,1,2,4.5,20,54.4
20,6,2,73.67,3,1,1,5.0,9,54.61
9,6,0,28.63,1,0,2,4.5,29,13.27
2,3,1,68.19,2,3,2,3.2,17,59.35
18,1,0,78.49,2,3,2,4.5,9,73.89
0,5,0,73.85,2,0,3,4.5,10,57.13
18,0,0,74.38,3,1,3,4.5,10,76.26
1,1,0,84.97,0,2,3,4.5,6,66.44
4,3,1,12.58,1,0,2,3.2,48,15.07
14,6,0,67.75,2,0,1,4.5,13,40.57
22,2,0,92.18,1,3,0,4.5,3,48.67
9,3,1,56.63,3,0,3,3.2,24,56.39
2,2,1,24.56,1,2,3,3.2,41,33.16
5,3,1,94.89,1,3,0,3.2,3,61.4
21,0,1,20.72,1,2,0,3.2,44,5.86
17,4,2,35.2,2,1,2,5.0,23,46.33
2,4,2,20.49,0,0,0,5.0,28,2.04
9,2,0,46.81,0,2,0,4.5,21,22.48
6,1,2,42.7,3,1,3,5.0,20,47.82
4,5,1,49.21,0,3,0,3.2,28,25.24
20,1,1,88.52,0,2,0,3.2,6,46.71
14,0,2,48.05,1,0,3,5.0,18,38.22
4,0,0,51.32,1,1,0,4.5,19,19.77
15,6,1,84.8,0,2,3,3.2,8,58.5
9,2,2,78.6,3,2,2,5.0,7,83.94
1,0,2,26.57,0,2,2,5.0,26,22.74
10,6,0,6.16,1,0,3,4.5,38,15.91
4,1,1,61.65,0,0,0,3.2,21,29.34
5,2,0,81.04,1,0,0,4.5,8,48.8
21,0,0,54.76,0,2,0,4.5,18,25.9
17,4,0,24.01,3,0,1,4.5,30,35.66
3,4,1,71.72,3,3,3,3.2,16,77.96
20,5,2,65.26,0,1,0,5.0,12,27.5
13,1,1,55.85,0,1,1,3.2,24,32.54
20,2,1,82.7,3,0,1,3.2,10,60.95
17,6,2,75.58,1,1,0,5.0,9,41.19
8,5,1,65.12,0,3,1,3.2,19,48.19
12,0,2,64.83,0,0,0,5.0,12,31.3
12,4,1,64.6,1,2,0,3.2,19,37.62
17,5,0,52.26,2,0,2,4.5,19,53.68
5,3,1,46.75,2,0,3,3.2,29,42.5
7,4,1,68.86,0,2,1,3.2,17,38.81
5,0,1,59.94,1,2,2,3.2,22,43.25
7,0,2,49.1,1,2,2,5.0,18,39.6
3,0,0,16.4,2,0,3,4.5,33,26.59
0,1,1,68.17,1,0,3,3.2,18,49.42
22,6,1,63.14,0,1,3,3.2,20,49.84
1,4,0,35.8,3,0,3,4.5,26,47.85
21,5,1,37.07,2,3,3,3.2,35,38.24
0,2,2,27.21,1,1,3,5.0,25,26.61
18,6,1,91.57,0,2,2,3.2,5,71.07
7,1,0,82.42,0,0,1,4.5,7,54.87
12,6,0,55.49,3,2,1,4.5,18,31.79
6,0,1,41.15,3,0,2,3.2,32,45.58
11,0,2,71.31,2,1,3,5.0,10,50.34
10,0,0,52.5,0,1,3,4.5,19,40.8
12,5,0,92.83,1,0,2,4.5,3,62.26
9,1,2,9.96,1,0,0,5.0,32,28.7
12,3,0,8.09,0,3,1,4.5,37,1.07
19,3,0,56.17,0,1,2,4.5,18,35.25
10,5,0,23.3,1,2,1,4.5,31,17.51
8,2,2,59.39,1,2,1,5.0,14,49.88
3,0,1,75.33,2,2,1,3.2,14,53.33
8,2,0,17.43,2,2,0,4.5,33,15.08
3,2,0,44.65,1,3,1,4.5,22,27.86
4,5,2,66.98,1,2,1,5.0,12,45.27
22,5,2,80.05,2,1,3,5.0,7,64.67
2,0,0,49.67,0,1,0,4.5,20,12.63
11,5,0,23.55,0,3,1,4.5,31,4.71
20,0,0,57.72,3,1,3,4.5,17,54.72
22,4,2,45.91,0,2,1,5.0,19,21.47
3,2,0,74.47,0,3,1,4.5,10,38.02
3,2,0,55.0,2,0,0,4.5,18,34.95
8,3,1,30.15,2,0,2,3.2,38,37.74
13,2,1,72.9,0,0,3,3.2,15,40.37
23,5,1,51.6,3,0,1,3.2,27,47.89
4,6,2,20.98,0,2,1,5.0,28,12.18
3,5,0,55.68,2,2,2,4.5,18,35.16
6,3,1,90.35,2,1,1,3.2,5,62.5
20,3,1,68.5,3,0,1,3.2,17,50.48
0,3,0,31.89,2,2,3,4.5,27,41.86
9,5,2,68.98,2,0,1,5.0,11,51.89
2,3,1,30.43,0,2,3,3.2,38,28.34
3,3,1,53.84,3,3,1,3.2,25,51.08
22,2,2,52.39,0,1,2,5.0,17,25.9
0,2,0,27.27,1,1,1,4.5,29,24.45
7,3,2,36.31,1,2,2,5.0,22,45.3
21,4,2,89.8,1,0,1,5.0,4,50.92
14,3,0,27.55,2,2,0,4.5,29,19.83
1,5,2,77.09,0,1,2,5.0,8,52.29
11,5,2,65.06,1,1,3,5.0,12,51.18
23,3,1,52.94,1,0,0,3.2,26,37.44
9,6,1,17.38,2,3,2,3.2,45,51.76
12,1,2,23.41,2,1,2,5.0,27,28.88
12,6,0,21.11,3,0,2,4.5,32,21.27
15,2,0,57.81,0,3,0,4.5,17,20.82
4,3,1,92.6,3,3,0,3.2,4,57.27
20,1,2,83.95,1,2,2,5.0,6,68.94
23,3,1,7.27,1,0,2,3.2,51,8.86
3,2,0,29.64,2,3,1,4.5,28,32.69
19,4,1,19.15,0,0,1,3.2,44,23.31
19,0,0,92.81,3,0,2,4.5,3,74.2
17,5,2,26.2,1,2,1,5.0,26,23.21
8,6,1,23.12,3,1,1,3.2,42,44.74
11,3,1,60.88,0,0,2,3.2,22,37.52
20,3,1,55.06,3,2,3,3.2,25,57.92
3,4,2,25.33,1,1,3,5.0,26,24.04
19,1,2,65.33,2,3,0,5.0,12,56.64
22,5,1,13.73,3,0,1,3.2,47,27.56
16,1,1,6.74,0,3,0,3.2,51,13.8
8,4,0,12.42,1,2,3,4.5,35,29.22
13,2,1,37.84,3,0,2,3.2,34,51.36
1,5,1,92.75,0,2,0,3.2,4,56.01
22,5,1,54.25,0,3,3,3.2,25,44.44
8,1,2,72.93,2,0,2,5.0,9,81.69
1,4,2,33.93,0,3,0,5.0,23,15.42
19,3,1,69.74,3,1,0,3.2,17,69.01
15,2,1,91.96,3,3,3,3.2,4,84.34
14,4,0,37.2,0,0,1,4.5,25,19.38
1,6,1,94.92,0,2,2,3.2,3,58.45
18,0,2,62.46,3,3,3,5.0,13,81.06
15,6,2,72.37,2,1,1,5.0,10,64.45
19,5,2,27.7,3,0,0,5.0,25,37.94
19,3,1,62.88,3,1,0,3.2,20,61.14
5,4,2,50.99,1,2,3,5.0,17,42.86
5,2,2,91.08,1,2,2,5.0,3,66.86
22,0,1,86.42,2,1,1,3.2,7,56.24
12,4,0,40.7,2,3,0,4.5,24,33.83
10,5,1,90.22,1,2,2,3.2,5,76.29
6,1,2,84.63,1,2,0,5.0,5,49.87
15,5,1,58.13,1,3,0,3.2,23,44.3
18,5,2,12.39,2,3,2,5.0,31,43.23
0,5,2,19.47,1,1,2,5.0,28,19.25
13,2,0,11.92,1,1,2,4.5,35,15.75
23,2,2,14.72,0,2,3,5.0,30,16.46
6,2,1,92.93,3,2,1,3.2,4,72.6
6,5,2,24.1,2,1,2,5.0,27,20.54
21,6,1,67.18,3,2,1,3.2,18,52.52
1,2,1,62.29,3,2,1,3.2,21,54.71
9,6,0,61.8,2,3,0,4.5,15,36.23
10,3,0,23.6,1,1,3,4.5,31,36.22
19,2,1,57.14,2,3,2,3.2,24,69.78
3,0,1,61.3,2,0,2,3.2,21,50.25
10,4,1,56.34,3,3,0,3.2,24,40.02
3,4,0,21.75,0,0,0,4.5,31,0.0
18,6,1,70.08,0,3,3,3.2,16,53.86
15,5,0,11.59,0,0,2,4.5,35,0.0
11,0,0,58.21,0,3,0,4.5,17,35.69
9,3,1,44.26,2,3,2,3.2,31,39.12
3,5,1,27.53,0,3,3,3.2,40,21.04
22,3,1,77.67,0,3,3,3.2,12,64.85
15,3,2,20.83,1,1,1,5.0,28,12.39
7,5,2,88.97,3,0,1,5.0,4,67.28
9,4,1,84.61,1,3,3,3.2,8,90.37
17,4,2,37.45,1,2,1,5.0,22,40.73
17,3,0,32.46,1,3,2,4.5,27,44.22
11,1,2,17.37,3,2,3,5.0,29,42.54
7,3,1,87.47,1,2,1,3.2,7,67.84
15,6,2,61.48,1,1,2,5.0,13,50.84
15,4,2,7.86,3,1,1,5.0,32,32.42
14,4,2,50.99,1,1,2,5.0,17,29.9
1,0,2,12.72,1,2,0,5.0,31,8.07
11,6,0,56.64,3,2,3,4.5,17,55.35
14,1,0,50.81,1,0,2,4.5,20,30.97
22,6,1,12.46,2,0,0,3.2,48,12.08
12,3,1,78.43,2,0,2,3.2,12,62.34
8,6,0,28.61,0,2,1,4.5,29,29.31
13,6,2,53.73,0,2,3,5.0,16,46.74
4,5,0,62.51,3,0,3,4.5,15,63.27
2,6,2,91.61,1,2,1,5.0,3,50.33
16,4,0,49.44,1,0,2,4.5,20,37.96
23,5,1,87.56,2,3,0,3.2,7,54.07
20,1,2,36.94,0,2,3,5.0,22,41.11
14,0,1,82.17,0,2,2,3.2,10,49.29
0,3,2,26.22,1,2,2,5.0,26,21.68
23,5,2,68.67,3,1,2,5.0,11,52.72
10,5,2,12.98,2,3,1,5.0,30,43.55
6,3,1,93.74,2,2,2,3.2,3,73.45
21,3,2,90.85,2,0,1,5.0,3,65.29
17,4,1,44.8,3,3,2,3.2,30,55.3
17,6,2,52.15,3,2,0,5.0,17,56.4
6,5,2,58.8,0,1,0,5.0,14,14.02
23,0,0,29.75,2,3,3,4.5,28,32.63
10,4,1,65.7,2,0,2,3.2,19,56.57
12,2,2,67.87,0,2,0,5.0,11,36.32
18,5,0,52.26,3,2,0,4.5,19,41.7
15,3,2,18.3,1,3,2,5.0,29,33.73
4,6,0,87.73,3,2,0,4.5,5,60.67
7,3,2,15.35,0,3,1,5.0,30,15.21
8,4,2,61.63,2,1,1,5.0,13,60.82
22,0,0,14.28,2,3,0,4.5,34,10.41
17,6,2,18.15,2,0,1,5.0,29,22.46
8,1,0,6.85,0,3,1,4.5,37,15.2
17,2,1,37.7,0,3,0,3.2,34,14.04
17,5,2,62.56,2,2,2,5.0,13,66.26
9,6,0,51.94,3,0,1,4.5,19,41.51
9,3,0,65.71,2,1,0,4.5,14,43.17
21,3,1,65.75,0,0,0,3.2,19,41.73
13,0,1,17.62,3,3,3,3.2,45,37.7
3,6,0,10.16,1,1,0,4.5,36,3.0
17,0,1,61.28,0,3,3,3.2,21,61.46
14,0,0,63.79,1,3,0,4.5,14,38.7
12,3,0,55.1,0,0,0,4.5,18,17.64
17,0,0,27.12,3,3,2,4.5,29,45.62
21,1,0,77.97,3,1,3,4.5,9,78.47
7,4,2,11.81,0,0,0,5.0,31,11.36
10,4,2,61.91,2,1,1,5.0,13,51.99
4,2,1,15.84,0,2,3,3.2,46,13.52
15,5,2,63.9,1,3,0,5.0,13,34.08
9,4,1,42.6,0,2,0,3.2,32,33.58
8,1,2,69.63,2,0,1,5.0,11,64.55
16,4,0,9.7,0,1,3,4.5,36,23.84
9,4,0,54.96,3,1,3,4.5,18,53.87
11,5,2,18.04,0,2,2,5.0,29,17.96
10,1,0,66.41,1,2,2,4.5,13,62.79
6,1,2,15.8,3,0,0,5.0,29,19.25
3,2,1,11.62,3,0,0,3.2,49,26.49
19,2,1,69.18,0,0,3,3.2,17,50.68
2,6,1,10.72,0,3,2,3.2,49,14.22
7,5,2,25.21,3,2,0,5.0,26,26.62
16,3,0,79.23,3,1,2,4.5,8,80.97
3,3,2,77.87,1,3,2,5.0,8,63.55
15,6,2,81.87,0,0,2,5.0,6,58.12
17,3,2,34.35,0,0,3,5.0,23,40.63
15,1,2,52.52,1,1,2,5.0,17,38.42
7,0,2,74.6,2,0,0,5.0,9,52.0
0,2,1,17.33,0,3,3,3.2,45,21.23
21,4,1,70.2,2,3,0,3.2,16,47.72
7,3,1,13.77,3,2,2,3.2,47,47.12
19,2,2,87.19,0,3,3,5.0,4,82.63
4,3,1,62.36,3,1,0,3.2,21,38.9
3,6,1,49.4,3,0,3,3.2,28,51.64
18,6,0,48.63,1,1,3,4.5,21,47.1
22,1,0,21.32,0,0,2,4.5,31,5.32
20,0,0,36.13,1,3,1,4.5,26,27.88
18,1,1,70.44,1,2,0,3.2,16,61.69
5,5,1,53.68,1,3,2,3.2,25,47.98
21,3,2,52.64,3,1,0,5.0,17,49.99
16,6,1,22.57,0,2,2,3.2,43,21.04
4,4,0,67.13,1,1,0,4.5,13,34.58
3,3,1,40.28,3,1,1,3.2,33,35.2
20,1,0,21.45,0,2,2,4.5,31,15.51
6,2,2,89.94,0,3,0,5.0,4,51.96
18,1,2,50.61,1,2,3,5.0,17,63.06
3,3,0,52.52,3,2,2,4.5,19,58.49
6,1,0,93.32,3,2,0,4.5,3,68.1
6,2,0,37.98,3,1,3,4.5,25,40.23
6,0,1,89.87,3,3,2,3.2,6,71.7
16,5,0,67.54,0,3,3,4.5,13,59.21
21,6,2,61.98,1,1,2,5.0,13,52.53
21,3,0,26.1,2,3,2,4.5,30,30.6
17,3,1,9.66,0,1,1,3.2,50,3.75
4,6,1,44.4,3,2,0,3.2,31,48.31
23,3,0,5.92,2,2,0,4.5,38,8.63
13,4,2,11.39,3,3,1,5.0,31,28.07
13,2,0,58.58,1,3,1,4.5,17,31.67
16,3,2,70.2,2,1,3,5.0,10,73.01
18,3,2,20.12,0,2,2,5.0,28,31.82
22,4,1,70.93,0,2,1,3.2,16,45.71
13,4,2,90.48,2,3,2,5.0,3,69.32
14,3,1,71.89,0,0,2,3.2,15,44.49
17,0,0,75.62,1,2,3,4.5,10,64.2
6,6,0,68.06,3,2,1,4.5,13,61.36
7,6,2,25.23,1,1,0,5.0,26,24.12
15,1,1,37.48,1,1,0,3.2,34,17.49
1,2,2,90.43,1,2,0,5.0,3,47.37
7,6,0,64.51,2,1,2,4.5,14,56.47
17,2,2,76.01,3,0,3,5.0,8,77.39
23,5,2,92.18,2,3,2,5.0,3,68.83
12,5,0,25.83,1,1,3,4.5,30,16.29
9,6,1,33.95,1,0,2,3.2,36,26.39
10,0,2,63.03,0,0,3,5.0,13,53.58
16,3,0,7.19,0,3,1,4.5,37,10.41
13,3,0,56.41,1,1,1,4.5,17,48.46
0,5,0,77.78,1,1,3,4.5,9,57.77
12,1,1,59.94,3,1,2,3.2,22,50.52
9,2,0,31.59,3,0,1,4.5,27,27.42
16,1,1,70.17,0,2,3,3.2,16,65.66
21,5,2,18.14,1,0,3,5.0,29,18.62
