hour,day_of_week,previous_occupancy,current_occupancy,traffic_level,weather,event_level,parking_price,total_spaces,occupancy_percentage
0,6,88.0,81.26,3,1,3,7.2,79,70.21
22,5,38.67,46.92,2,1,3,2.4,75,43.75
15,5,26.13,17.68,0,0,0,6.12,46,0.0
21,6,16.69,39.57,3,1,2,4.08,39,31.0
22,6,18.11,33.28,3,1,2,4.45,15,28.6
3,4,81.48,64.81,3,3,3,4.49,64,56.84
2,4,48.2,32.3,0,3,0,7.31,149,0.0
18,6,76.86,90.12,3,1,3,2.61,142,95.97
4,2,25.44,24.36,1,0,2,6.14,107,12.66
3,0,33.62,34.98,3,3,3,1.53,61,45.5
11,6,42.14,45.51,3,1,2,5.27,83,36.2
21,4,45.91,55.05,3,0,3,5.42,116,57.77
19,2,13.79,12.84,0,3,0,6.02,10,3.06
12,5,9.05,11.09,2,1,0,7.06,140,0.0
4,0,94.63,69.86,2,0,2,6.02,132,52.41
8,3,64.99,80.85,2,2,1,5.89,146,52.24
16,1,9.93,39.66,3,3,0,3.02,23,33.52
3,2,74.53,65.6,2,3,2,7.46,143,37.65
12,6,37.5,36.76,0,1,3,4.31,96,28.17
0,3,76.68,68.0,0,2,2,4.0,88,41.57
7,0,90.48,99.51,2,1,2,4.51,35,74.9
5,2,7.39,5.14,1,3,2,3.86,79,10.21
16,1,91.79,83.82,1,0,1,5.06,61,57.69
21,6,19.92,34.06,3,3,2,3.6,149,25.43
3,2,31.75,24.98,0,1,3,2.94,57,12.55
19,2,61.43,60.07,2,2,0,7.07,40,45.43
15,2,69.43,58.39,1,2,1,7.07,143,30.16
23,1,20.32,16.11,0,1,0,4.48,36,2.81
21,5,17.31,28.98,1,0,3,7.27,137,20.91
2,4,30.79,37.24,1,1,2,3.99,145,17.54
17,3,34.3,39.05,1,2,2,3.82,53,57.56
14,2,33.64,38.99,0,2,2,7.0,107,20.7
2,4,20.42,17.18,2,2,2,5.3,122,14.14
6,0,92.37,85.17,1,2,3,6.08,85,57.01
22,6,76.83,70.62,2,0,0,3.98,108,41.78
13,3,93.2,89.09,2,1,2,3.94,28,70.49
8,1,14.33,35.1,2,1,3,2.0,82,50.15
7,3,11.8,25.49,2,1,0,7.3,82,10.74
20,5,53.24,60.9,1,1,2,2.87,89,45.88
6,1,60.3,44.28,1,0,0,4.47,143,24.81
3,3,62.16,50.72,2,3,0,2.19,126,42.98
13,4,13.39,20.4,0,0,1,5.38,95,8.76
23,5,80.94,75.56,2,2,3,3.85,66,68.23
4,3,49.07,48.48,1,1,1,6.11,67,27.12
6,5,38.13,48.97,1,2,1,4.67,12,36.0
11,5,50.4,53.95,0,3,3,2.28,87,46.78
4,6,8.64,20.89,1,2,3,1.56,45,22.37
15,2,24.36,18.44,1,3,2,2.77,134,26.36
6,4,94.86,74.06,3,1,0,5.85,119,64.75
3,1,54.73,52.81,2,3,3,6.47,138,42.26
6,5,12.07,11.09,1,0,1,3.55,150,7.75
22,6,31.36,32.96,0,2,2,4.72,66,14.96
22,2,21.63,8.64,1,0,2,2.94,70,24.89
12,3,88.22,86.86,3,0,1,6.78,95,63.68
9,5,77.56,65.61,0,3,2,7.29,70,43.54
19,0,54.22,60.25,2,2,2,6.02,49,55.39
4,4,90.66,80.62,2,2,0,2.03,109,54.21
15,5,38.56,23.61,0,3,0,4.12,73,9.42
16,6,82.85,80.33,3,1,3,7.44,142,72.64
17,1,47.08,49.1,1,2,0,2.88,41,39.91
5,5,81.38,65.27,2,0,1,5.52,72,29.66
17,5,86.06,69.75,0,1,1,7.13,84,53.95
14,0,46.67,69.06,3,1,1,6.14,138,47.38
21,4,21.02,20.61,0,2,1,5.15,91,9.51
4,4,22.31,32.17,1,0,3,4.54,19,22.39
14,6,31.0,37.58,3,0,0,7.07,57,24.88
19,0,25.06,55.94,2,0,3,3.87,134,52.19
6,6,39.94,42.44,2,1,2,6.91,48,28.25
17,3,50.6,52.99,1,2,3,4.09,58,53.96
2,1,12.84,29.61,3,0,2,6.04,31,29.33
17,2,86.87,98.64,3,3,3,6.99,111,88.97
14,5,5.22,17.32,2,1,0,4.8,29,6.48
4,6,17.45,6.24,0,1,2,3.36,61,0.0
1,2,5.76,22.51,3,3,2,1.81,110,27.12
17,6,93.79,73.37,0,0,3,6.36,136,61.98
5,4,41.96,33.85,3,0,0,5.23,41,16.34
11,1,22.64,19.37,0,1,2,3.08,56,20.69
1,4,15.68,14.76,0,0,2,6.76,26,2.52
23,5,38.34,22.21,0,2,0,7.02,71,2.22
13,0,92.83,65.23,0,3,2,6.82,150,43.35
22,0,54.39,49.18,2,1,1,5.11,52,29.23
3,0,36.88,31.74,1,3,1,7.36,46,17.46
4,3,37.81,28.14,0,0,2,6.75,66,0.0
14,0,15.56,18.99,1,2,2,2.13,136,22.97
14,6,51.53,63.98,3,2,2,7.39,87,47.1
18,0,43.18,63.05,2,1,1,4.79,95,54.11
22,0,70.6,79.19,2,3,3,7.02,120,56.18
19,1,22.28,11.89,1,1,0,6.06,110,3.86
3,5,17.36,18.16,2,3,1,5.39,94,12.12
7,6,57.33,62.29,3,2,1,3.46,89,56.48
21,1,71.78,51.43,2,0,1,1.66,85,36.23
13,3,49.78,30.81,0,3,1,3.16,35,26.02
20,5,76.1,80.39,2,0,3,5.61,68,71.07
13,5,80.7,72.4,3,0,0,6.68,129,47.84
1,1,87.5,63.56,0,3,2,1.51,15,44.51
11,5,39.04,30.56,1,3,1,2.75,126,27.43
19,6,86.39,84.78,2,1,0,5.54,89,64.96
15,5,68.81,38.94,0,2,0,3.2,59,13.32
3,3,61.24,43.88,2,2,1,2.35,26,37.97
5,2,54.84,48.26,3,2,1,1.99,117,51.88
20,6,6.77,6.2,2,3,1,5.33,10,0.54
23,6,55.43,44.74,1,0,2,5.07,86,29.06
18,3,75.11,72.51,0,0,1,6.65,32,44.51
2,5,93.95,73.74,2,3,3,3.39,138,60.68
14,2,43.98,56.13,3,2,1,2.32,35,60.47
19,5,94.11,100.0,3,2,3,6.29,123,94.07
15,0,20.4,35.51,2,1,3,7.43,90,26.69
14,6,91.24,61.76,0,1,2,3.66,15,40.89
11,3,58.07,47.25,1,0,0,6.69,111,28.85
5,4,64.63,40.76,1,1,3,6.08,133,35.93
6,1,56.63,49.07,0,0,3,6.97,41,32.18
17,3,93.46,83.99,0,1,2,4.05,146,68.14
1,0,8.99,18.56,2,3,1,2.11,122,20.55
2,6,41.94,27.14,0,0,2,2.21,114,9.08
9,5,83.77,67.06,0,2,2,6.08,57,45.57
18,3,20.04,43.61,3,0,3,6.68,26,47.61
15,5,56.26,53.23,2,2,2,4.24,70,33.62
14,5,52.12,66.9,3,1,3,1.86,123,60.86
12,0,77.67,70.37,0,2,3,1.9,92,54.19
2,0,87.64,71.95,1,1,3,5.09,101,53.68
7,1,28.3,43.78,2,3,1,7.01,120,26.72
1,0,67.38,62.52,2,2,3,3.9,57,57.33
18,4,54.29,53.75,1,2,3,5.4,15,56.14
18,3,64.65,64.78,3,2,1,4.75,134,60.66
6,3,23.03,30.8,2,3,0,6.84,96,19.1
7,0,29.54,28.65,0,2,3,6.49,89,30.38
7,6,54.49,47.56,0,0,2,2.7,90,36.39
21,6,5.27,4.99,0,0,1,5.57,130,0.0
11,4,69.48,65.79,3,2,2,6.59,118,51.59
18,0,19.54,24.4,3,1,0,7.08,104,18.92
10,2,88.82,77.72,1,2,3,5.04,120,78.47
16,5,82.45,61.7,2,2,0,2.56,50,56.28
12,5,61.1,65.27,3,0,1,4.85,110,46.48
6,1,85.2,72.12,0,2,2,5.49,147,46.67
21,5,93.85,83.26,3,3,2,3.13,43,78.82
17,6,74.75,54.25,1,1,0,7.34,90,30.81
18,3,61.4,72.37,1,3,2,2.88,106,61.34
22,2,45.44,35.8,0,3,0,6.97,82,18.22
5,3,78.22,65.97,2,1,3,4.05,146,45.71
2,0,68.4,63.56,2,3,1,1.5,66,53.1
13,3,47.54,39.19,0,3,1,4.76,40,20.5
7,0,50.0,61.23,2,3,2,5.27,29,44.84
10,0,25.6,16.14,0,1,0,6.72,129,2.17
5,3,75.97,41.09,1,2,0,4.74,106,17.23
9,3,84.05,76.53,2,2,3,2.06,91,72.17
9,6,6.48,45.25,3,1,2,7.06,70,50.29
8,3,15.07,10.06,0,2,0,4.89,67,8.01
17,6,94.21,86.29,1,3,2,3.13,141,76.4
14,5,21.03,33.36,1,0,3,6.89,105,18.24
11,2,71.29,73.18,2,3,3,2.23,146,61.91
2,6,48.28,42.68,3,1,1,2.08,123,34.38
13,3,51.92,54.15,2,3,2,4.71,118,44.74
4,4,14.75,32.98,3,0,3,5.25,88,17.45
7,0,17.41,19.25,1,3,1,4.57,44,33.18
9,1,57.01,64.96,2,1,3,7.07,102,55.76
3,3,38.99,20.94,1,3,3,3.08,110,22.24
9,1,76.77,66.23,3,1,1,7.44,83,57.27
6,4,92.48,69.5,0,2,3,1.62,12,56.32
20,0,78.11,77.21,3,2,0,2.21,145,55.78
20,1,41.53,41.99,2,0,1,2.61,126,43.52
0,4,48.4,50.73,3,0,1,1.98,59,38.99
14,4,19.1,26.45,2,2,0,4.13,79,18.33
15,6,67.61,61.5,1,1,2,6.69,27,40.61
9,6,45.26,41.98,1,2,2,6.42,142,31.32
11,5,82.16,61.68,0,3,1,5.97,42,33.89
18,0,63.68,81.63,3,3,3,1.54,63,100.0
9,4,20.35,35.06,0,0,0,6.69,70,4.99
1,1,41.99,46.81,3,1,3,3.88,47,41.24
8,1,65.93,75.59,2,0,2,5.89,99,61.92
6,1,82.21,70.33,0,2,3,5.86,150,42.09
9,3,36.57,41.42,3,2,0,2.57,130,49.03
5,0,65.25,57.07,0,3,3,4.59,84,39.07
3,3,20.62,20.09,0,1,0,7.06,28,0.0
23,1,86.42,82.06,2,1,2,3.08,131,68.56
3,3,56.77,40.09,0,2,3,5.79,46,25.97
16,4,74.17,63.68,0,0,0,7.25,138,38.4
17,1,40.72,48.27,2,0,0,3.66,65,43.36
14,0,89.65,95.06,3,2,0,3.83,83,72.64
21,5,69.81,53.46,0,1,0,4.22,71,16.86
0,5,18.83,7.02,2,1,0,6.35,74,0.0
7,1,54.52,75.17,2,3,3,4.14,33,70.51
4,6,29.46,16.64,0,0,0,4.42,87,3.29
13,1,80.0,76.15,0,3,3,2.83,66,53.52
15,6,75.45,60.44,1,2,0,7.43,129,24.84
21,0,49.51,60.7,2,1,2,6.85,77,48.88
9,4,32.17,35.25,0,3,1,5.1,146,17.7
5,0,81.74,62.07,1,2,2,7.26,51,36.18
22,1,81.54,76.65,1,1,3,5.62,56,69.23
16,2,50.47,52.53,2,1,0,7.25,15,40.54
18,0,69.55,59.47,0,1,0,2.47,114,47.84
10,3,30.7,37.66,2,3,0,2.85,20,42.44
10,1,36.4,56.0,3,1,3,6.81,50,55.86
9,0,89.97,86.5,2,0,2,4.02,138,72.78
17,6,71.26,78.29,2,2,3,3.73,96,78.48
5,6,11.49,0.0,0,3,3,6.03,88,0.0
23,6,46.2,53.43,3,1,0,5.28,123,43.78
4,1,40.62,28.68,1,3,0,3.56,118,11.4
11,2,25.79,14.29,0,1,0,3.89,134,7.66
7,2,94.54,87.21,2,1,0,3.95,103,69.14
15,2,17.22,17.84,1,2,1,2.26,73,14.87
16,2,33.28,32.41,1,0,0,2.88,28,31.13
22,3,81.38,88.22,3,3,3,4.73,62,80.58
18,3,16.9,43.19,2,2,1,6.19,109,22.59
5,2,38.85,34.93,1,1,2,4.01,45,24.14
4,6,62.08,56.26,3,0,3,3.8,104,41.96
21,6,35.32,25.97,1,2,0,5.4,28,15.0
11,2,41.79,55.03,3,2,1,2.44,18,50.56
2,1,54.51,57.08,3,3,2,3.78,61,56.93
19,3,90.74,96.05,1,1,3,2.75,42,80.43
15,2,83.38,89.79,3,0,3,5.41,132,65.41
0,6,15.08,16.25,2,1,0,2.17,63,0.99
18,3,56.25,80.59,3,3,1,4.19,69,82.46
14,0,63.8,53.47,1,3,3,5.08,66,67.48
14,0,34.32,54.56,1,1,2,6.5,54,44.17
20,0,28.78,32.28,1,0,0,5.85,139,0.09
11,2,58.8,74.71,2,0,1,7.16,114,34.04
11,2,42.35,45.61,2,2,3,5.58,32,38.43
14,5,86.46,67.93,1,0,0,3.6,40,46.64
4,6,19.72,14.31,1,2,1,2.89,21,20.81
3,0,8.7,21.45,1,0,3,1.84,46,25.74
20,6,85.97,81.18,2,1,2,3.17,102,64.98
5,4,85.65,56.17,0,3,0,2.32,141,27.62
12,2,42.51,50.06,2,1,1,3.72,77,36.48
6,2,72.85,78.7,3,2,3,5.72,21,71.73
5,3,81.11,55.79,1,1,1,5.65,16,40.55
14,1,27.94,36.29,1,3,2,3.41,68,29.47
19,6,63.9,51.38,0,1,1,4.55,47,39.5
10,0,71.34,65.49,2,3,0,2.8,91,59.13
3,0,37.17,17.68,1,3,1,4.52,26,14.98
5,1,90.14,80.29,3,1,2,4.56,42,63.0
3,1,92.04,78.77,3,0,3,3.31,88,71.0
21,0,48.81,49.91,3,3,0,3.06,49,44.65
7,2,11.84,17.92,0,2,3,7.38,61,12.3
8,2,87.71,68.01,0,3,0,4.72,41,53.64
1,0,52.07,48.79,1,1,2,4.87,17,41.78
10,5,17.49,25.43,2,1,1,1.55,58,31.86
21,6,70.89,46.51,0,0,1,2.59,56,30.46
9,5,66.84,73.6,1,3,3,3.64,136,67.93
15,3,17.59,27.06,0,3,2,7.3,135,11.59
4,6,29.74,31.38,1,3,3,2.55,70,35.5
3,2,82.78,53.35,1,1,0,3.32,50,34.53
17,2,92.26,73.02,0,1,1,7.44,68,52.34
1,0,41.47,24.54,1,1,0,4.39,95,19.21
10,4,17.11,30.91,2,0,1,3.41,64,37.92
7,0,36.68,38.33,3,0,1,5.31,116,37.01
0,4,50.69,48.61,3,1,3,4.48,145,52.08
12,5,32.04,34.82,1,2,0,7.24,66,3.51
23,1,60.02,67.66,3,3,2,2.0,26,66.97
1,4,5.71,21.7,1,3,3,6.24,27,20.03
19,2,78.48,75.62,1,2,0,3.17,132,65.72
12,2,81.02,75.15,3,3,1,6.34,68,56.04
17,3,75.52,68.29,1,3,1,6.59,56,53.49
2,1,32.31,32.03,2,2,0,6.6,97,11.96
20,5,61.91,51.89,0,3,1,6.7,144,23.64
0,2,37.87,35.18,1,3,1,5.81,69,10.68
21,3,40.03,47.73,3,0,1,2.35,54,47.24
15,5,68.82,48.55,0,1,0,1.81,131,19.81
8,1,80.92,84.47,3,3,2,3.54,21,90.1
0,3,79.79,58.07,1,0,1,4.47,129,42.28
14,6,25.8,34.77,3,2,2,3.32,83,33.83
2,2,64.22,46.72,1,1,1,5.95,12,19.39
14,0,29.04,32.79,1,2,2,5.83,42,24.88
18,1,61.56,61.11,1,3,2,7.33,105,46.46
6,6,38.05,34.93,0,1,1,3.9,116,14.18
5,5,76.1,61.92,3,0,3,6.21,37,51.97
5,5,89.37,74.71,2,1,2,5.95,102,44.21
5,1,31.1,25.94,2,2,2,7.43,149,25.93
2,5,83.19,56.96,1,1,2,6.14,106,31.05
5,2,71.6,65.22,3,2,3,3.2,109,68.21
15,5,55.94,58.57,1,1,3,1.59,37,46.71
7,6,52.25,32.81,0,2,2,7.31,99,24.11
18,1,33.74,32.47,0,0,0,5.8,109,17.11
19,6,23.3,37.09,3,1,0,6.38,25,30.59
18,4,12.5,13.21,0,1,1,6.26,53,6.8
12,5,69.12,72.04,3,2,2,5.91,134,53.35
7,5,25.02,21.52,1,2,1,6.01,150,12.38
22,1,49.58,47.39,0,2,3,7.08,34,28.83
4,5,85.08,61.5,3,3,1,6.98,113,46.22
11,1,65.4,79.44,2,3,2,3.78,80,74.58
10,1,20.23,43.6,2,0,2,1.69,93,46.58
17,0,71.1,73.92,2,2,1,1.73,82,72.62
13,1,24.34,33.83,3,0,2,4.18,132,40.31
19,6,75.19,65.21,0,1,2,6.51,72,42.85
22,2,11.99,11.0,0,2,1,6.59,93,0.0
9,2,17.75,41.48,2,1,3,3.93,104,44.27
20,3,89.08,84.93,2,2,2,3.31,87,75.83
4,4,30.23,37.34,2,3,3,4.54,134,45.86
21,4,18.56,28.76,1,2,2,6.5,43,13.59
4,3,24.34,30.34,2,2,3,5.32,143,32.66
20,5,37.5,35.4,0,3,2,2.34,105,28.78
9,3,80.39,76.41,2,2,2,3.67,145,67.05
23,5,18.73,21.04,1,0,3,4.83,62,12.19
3,6,6.42,16.56,1,2,1,4.73,77,0.0
11,4,82.85,74.56,0,1,3,6.48,16,55.66
21,0,31.97,58.66,3,0,2,7.09,140,46.73
1,1,11.92,21.66,3,3,2,2.1,125,12.75
6,4,7.5,37.27,3,3,0,2.85,51,33.91
2,3,85.96,69.45,3,2,0,3.85,17,50.1
7,1,52.08,68.52,2,2,2,3.28,108,58.46
9,2,59.94,65.39,1,2,3,3.95,104,62.46
14,0,60.45,52.67,0,1,2,1.74,84,53.12
6,1,52.0,50.63,2,3,1,1.9,32,44.44
3,5,74.23,67.0,3,2,3,6.53,139,52.3
4,0,86.55,74.18,1,1,2,2.12,70,46.19
22,5,62.7,66.08,3,2,2,6.44,112,54.34
22,2,80.95,76.1,0,0,3,3.34,131,50.82
5,5,5.87,17.55,1,1,3,3.36,87,21.61
4,1,48.22,50.62,2,0,1,2.1,23,39.32
1,5,59.36,40.69,1,0,0,1.58,135,18.69
23,4,23.11,25.06,3,3,1,3.63,104,29.6
16,5,19.43,21.75,1,1,0,6.51,136,10.57
18,0,17.26,34.25,3,3,0,7.02,96,34.16
6,5,30.63,33.14,1,2,2,1.87,137,21.91
15,1,79.11,78.19,0,0,3,1.69,132,58.12
1,2,7.49,23.35,2,0,2,2.45,40,20.12
16,0,59.22,62.62,2,1,1,6.1,34,52.92
13,6,11.13,33.03,2,0,0,2.73,32,25.46
7,4,58.39,56.6,0,2,3,2.88,122,43.76
17,6,27.7,36.07,1,1,2,6.83,43,33.65
15,3,19.16,6.15,0,0,0,6.75,73,0.0
10,1,46.92,46.87,3,2,1,5.52,121,43.32
4,2,25.8,2.32,0,3,0,2.48,70,3.04
0,3,39.04,46.21,3,3,1,3.79,18,37.3
22,1,61.97,49.81,0,1,0,2.92,61,17.85
6,6,89.26,66.08,2,0,0,5.53,23,22.94
7,6,60.6,64.33,1,3,3,6.18,64,46.96
16,3,50.64,49.1,0,2,0,2.35,113,32.51
6,4,55.13,30.46,1,3,0,6.89,83,19.27
9,4,47.49,51.6,0,0,0,4.28,105,30.64
17,4,55.65,76.44,2,1,3,6.27,25,64.94
14,0,56.32,73.22,3,1,3,1.81,115,61.39
15,3,49.3,56.91,1,2,2,3.66,69,41.68
0,5,75.95,47.4,1,2,3,1.59,50,45.82
10,5,40.17,42.39,0,2,3,5.81,101,43.66
11,4,14.77,28.44,1,1,1,1.98,29,25.6
15,6,62.87,62.22,3,1,1,3.53,80,40.89
3,4,76.65,62.39,2,0,0,6.19,69,31.6
3,2,75.2,79.28,3,1,2,5.99,33,62.77
18,3,27.69,58.86,3,0,3,5.34,144,55.87
16,4,63.23,50.72,0,3,0,5.66,61,25.13
19,6,94.87,85.34,0,2,2,5.41,15,68.8
6,1,14.41,7.68,1,2,1,5.35,72,8.65
23,2,52.05,67.91,3,3,3,3.6,146,63.98
6,4,32.48,36.64,0,2,2,1.67,104,24.75
15,5,76.21,57.93,0,1,1,4.15,99,39.83
3,2,34.23,39.77,3,1,0,1.77,137,18.37
22,4,71.02,61.09,0,0,2,4.31,21,32.66
7,0,19.44,37.03,1,2,3,4.28,87,34.02
19,2,11.03,42.77,3,3,0,2.57,55,44.78
7,6,14.37,6.64,0,2,0,6.21,105,0.0
18,4,28.43,49.21,0,1,3,5.73,130,33.08
10,6,81.46,84.84,2,1,1,4.86,20,62.13
1,1,18.54,19.27,0,1,2,7.06,32,3.58
4,2,8.01,12.93,2,1,2,3.22,144,11.43
16,6,81.81,80.3,2,0,1,3.07,79,63.68
4,6,38.74,16.26,0,1,1,2.6,54,1.94
6,6,57.99,53.82,2,0,2,4.77,31,49.2
13,2,12.54,14.95,1,2,0,2.73,59,14.14
6,5,86.66,69.21,3,3,0,6.71,10,55.73
3,3,50.4,43.65,1,0,3,3.33,41,31.41
14,5,13.06,9.69,2,0,0,4.45,35,1.33
16,5,62.04,59.24,1,3,0,4.68,21,46.69
17,3,37.9,68.73,3,1,2,3.35,146,59.54
22,2,36.81,54.88,1,1,2,5.93,121,26.88
2,6,41.74,26.82,2,3,1,5.65,142,18.12
10,3,50.73,50.52,3,3,0,6.06,43,38.13
5,3,60.74,54.38,3,2,1,5.14,50,41.5
21,4,18.18,33.84,3,0,0,4.26,49,29.65
12,6,72.89,67.84,2,2,2,4.19,88,55.71
2,0,7.44,18.9,2,2,1,5.8,35,2.73
16,6,67.93,75.43,1,1,3,3.76,43,68.29
1,2,21.5,17.9,2,2,3,4.12,147,19.12
6,0,45.21,47.74,2,2,1,2.48,59,47.59
17,2,55.54,57.11,2,2,2,5.58,120,57.04
12,3,63.26,55.39,1,2,2,1.96,42,48.87
18,4,76.19,68.77,1,3,1,7.44,141,45.52
13,3,51.46,51.03,0,0,2,2.36,107,30.31
20,0,84.21,71.22,2,0,0,3.8,131,64.18
13,3,90.95,75.02,0,0,3,2.93,82,45.18
1,1,92.84,86.31,0,0,3,3.24,137,45.49
1,1,33.76,27.84,1,1,3,3.43,61,33.0
18,4,7.9,15.49,0,0,0,5.81,77,7.43
0,5,69.42,67.44,2,0,3,2.56,18,57.37
9,1,27.67,34.88,0,2,2,3.08,34,20.94
0,4,74.09,56.84,1,3,3,2.11,118,55.55
7,2,5.45,13.06,2,3,0,3.49,56,13.78
14,2,74.95,73.08,2,0,1,7.15,24,47.01
4,4,11.31,18.24,2,0,0,3.78,51,8.11
11,1,84.14,77.99,1,2,3,6.16,59,63.62
23,5,63.62,40.36,1,3,0,4.27,111,22.51
1,2,19.55,21.93,3,3,0,4.2,22,26.63
1,0,50.7,44.89,1,1,0,6.44,13,21.9
6,5,50.47,50.07,2,0,3,1.66,112,43.42
19,5,84.11,87.11,3,3,2,6.69,30,74.09
9,3,52.91,44.28,0,1,0,4.41,69,22.79
15,5,54.54,49.66,0,1,1,3.61,106,25.94
0,1,33.71,22.34,1,1,1,6.94,82,9.59
17,2,70.57,78.97,1,3,3,3.54,27,63.33
1,2,9.53,9.37,0,1,0,7.37,111,0.0
17,5,92.12,76.73,3,2,0,7.12,16,57.36
3,2,59.56,44.48,2,2,2,3.11,42,50.61
20,5,81.11,70.52,2,3,1,3.54,25,58.79
7,2,75.3,76.85,2,3,0,6.37,82,64.99
4,4,24.63,21.84,1,2,1,2.67,107,12.86
8,1,31.02,49.59,2,0,1,5.89,101,29.93
0,3,30.02,2.47,0,1,0,2.27,29,0.0
3,0,25.3,23.41,2,2,0,2.73,58,11.22
14,5,6.43,0.0,3,3,0,4.5,30,5.11
7,0,79.43,99.25,3,3,3,5.98,58,73.3
8,6,53.41,55.55,1,1,0,5.94,42,26.95
19,5,58.21,53.38,0,2,2,5.15,114,35.03
2,4,49.25,27.07,3,1,0,3.13,115,25.07
9,6,16.19,35.97,2,2,3,3.99,125,39.18
4,5,44.25,49.45,3,1,1,2.98,38,39.36
11,0,31.43,43.3,1,2,3,3.16,11,31.95
7,5,85.29,93.12,3,3,0,3.44,14,68.5
1,2,68.11,58.74,3,3,1,5.09,128,51.49
1,5,19.64,23.12,0,2,1,2.75,137,2.2
20,6,68.17,43.7,2,3,0,1.76,39,46.77
1,6,54.35,33.59,1,0,1,5.65,133,11.51
18,3,12.35,21.59,2,0,1,1.63,84,31.85
21,1,11.26,23.03,1,3,1,7.32,36,13.43
11,0,18.27,13.44,0,2,2,3.6,54,10.24
7,1,77.94,73.93,1,1,0,1.54,47,53.91
18,6,79.7,77.95,2,2,0,6.81,117,48.58
23,4,59.74,54.04,1,0,1,5.1,36,34.35
2,2,6.41,9.58,1,0,2,6.4,35,3.49
23,3,33.54,26.54,1,0,1,4.11,111,15.1
22,1,41.08,48.54,2,2,1,3.63,52,46.48
3,3,30.59,28.21,1,0,3,5.43,45,30.81
1,2,57.3,47.35,0,0,2,3.94,123,20.05
17,5,10.6,33.83,2,2,0,4.84,141,29.11
1,0,6.8,0.0,0,2,1,3.17,88,0.0
14,6,57.91,54.65,1,1,0,3.5,126,31.71
1,0,28.81,36.78,2,2,3,1.99,128,36.69
16,2,66.79,76.98,1,0,3,6.19,92,68.09
5,2,74.98,41.45,0,1,1,3.59,126,26.19
2,5,60.0,38.1,1,1,1,7.35,11,14.27
1,4,94.07,68.56,1,1,2,3.06,14,51.85
4,1,62.86,57.4,2,3,0,4.35,134,27.94
12,3,74.55,73.93,2,0,3,3.33,29,62.72
1,3,62.69,54.25,0,2,3,5.66,112,41.27
19,3,77.49,77.97,3,1,0,6.35,69,67.87
14,0,40.15,45.12,2,1,2,4.42,121,34.1
7,1,44.09,27.15,0,0,0,3.7,103,10.74
23,3,35.17,25.67,1,2,2,5.97,20,29.45
15,1,56.88,62.3,3,0,2,2.65,57,61.07
16,3,38.72,43.62,2,0,0,5.1,109,20.93
4,1,93.91,71.17,1,1,3,5.9,139,68.32
17,5,59.27,68.4,3,3,1,3.12,123,63.99
13,1,35.21,53.81,2,0,1,5.43,135,41.59
23,4,50.73,61.69,2,0,1,5.91,144,38.02
11,5,75.26,64.78,0,1,3,2.2,136,43.53
16,2,77.55,85.67,2,0,3,3.44,91,79.64
8,0,62.34,66.8,0,2,3,3.94,57,47.99
0,0,5.21,16.9,3,1,1,6.16,81,8.96
3,2,83.18,64.81,0,2,2,4.91,122,32.97
20,0,86.88,72.91,0,0,2,4.2,69,48.41
17,6,83.45,71.16,1,0,0,3.41,127,50.89
8,6,65.4,62.94,1,0,3,1.52,108,61.21
16,6,7.44,30.22,1,2,3,1.62,39,30.11
0,6,90.57,66.71,3,2,3,2.94,139,60.54
0,4,11.1,11.18,1,0,1,2.2,129,0.0
12,2,18.45,14.15,3,1,0,2.22,94,24.68
14,3,61.51,46.48,0,2,0,5.12,37,25.7
22,1,46.56,45.0,2,0,2,5.13,42,31.23
18,5,72.93,78.78,0,0,3,1.77,128,71.7
6,3,61.98,53.58,0,2,2,5.06,12,41.13
19,2,5.38,19.21,0,2,2,2.37,78,23.01
11,4,62.85,65.43,1,2,3,3.76,97,51.9
19,2,82.24,77.49,1,1,3,7.44,42,60.72
4,2,81.69,86.0,3,3,3,4.63,131,66.71
0,1,19.17,29.99,3,0,1,1.71,83,33.71
1,0,36.26,32.59,2,0,2,3.59,19,30.3
23,0,15.76,13.27,1,2,1,5.53,55,2.86
1,2,72.63,54.68,1,3,2,2.85,66,53.53
22,6,61.48,46.51,1,0,0,7.29,41,18.57
17,1,48.6,34.4,0,2,0,4.05,142,19.15
3,4,31.98,21.83,2,3,0,1.63,60,32.79
20,2,75.84,73.46,3,2,2,4.74,80,58.8
3,2,76.23,67.47,2,3,3,5.56,85,51.06
3,1,49.21,44.07,2,1,2,4.24,41,35.97
13,3,16.2,28.08,1,3,2,7.07,90,19.65
6,4,46.88,56.97,3,1,2,6.91,59,41.52
6,2,85.65,91.48,3,1,3,2.33,11,72.45
4,3,57.57,48.19,1,0,2,1.98,67,37.14
14,3,72.86,74.09,3,3,2,3.37,92,62.89
0,1,31.52,28.48,1,2,1,5.15,26,12.58
5,4,35.88,10.63,0,3,3,5.11,119,7.14
13,3,15.54,17.68,1,2,1,3.13,103,8.54
11,0,35.85,48.82,3,1,3,7.21,53,42.96
16,3,20.27,39.43,1,0,3,3.34,93,36.75
5,2,53.51,53.09,3,2,3,6.33,52,42.84
15,5,40.44,39.96,1,1,1,6.49,101,24.08
18,2,80.22,78.83,1,2,1,2.09,31,62.22
9,6,39.45,33.71,0,3,3,2.9,96,35.94
6,4,24.11,45.92,3,2,3,2.79,17,52.55
